a,b,c,n,l,m,quality,m is not a proper divisor of b
1,69965613057024,69965613057025,8364545,2,239127552,1.0382,False
1,70231389093888,70231389093889,8380417,2,34326192128,1.0222,False
1,70362301874175,70362301874176,8388224,2,1783323,1.1715,False
1,70368727400448,70368727400449,8388607,2,16777216,1.0000,False
1,70402587890624,70402587890625,8390625,2,85184,1.0116,False
1,70506267033600,70506267033601,8396801,2,68786601984,1.0778,False
1,70843801599375,70843801599376,8416876,2,962329375,1.0075,False
1,70872388193475,70872388193476,8418574,2,83281302225,1.0039,False
1,70969234856975,70969234856976,8424324,2,648025,1.0071,False
1,70969251705624,70969251705625,8424325,2,78732,1.0297,False
1,71328803586047,71328803586048,41472,3,49,1.0049,False
1,71402499999999,71402500000000,8450000,2,3969,1.0119,False
1,71402516900000,71402516900001,8450001,2,8450000,1.0346,False
1,71613855475008,71613855475009,8462497,2,23221094512,1.0470,False
1,71613889325000,71613889325001,8462499,2,13222653125,1.0633,False
1,71819251941375,71819251941376,8474624,2,91125,1.0487,False
1,71819268890624,71819268890625,8474625,2,1024,1.0732,False
1,72027658321920,72027658321921,8486911,2,3271753728,1.0127,False
1,72078996304224,72078996304225,8489935,2,504094752,1.0110,False
1,72922291697024,72922291697025,8539455,2,39037504,1.0240,False
1,73499501044224,73499501044225,8573185,2,17146368,1.0145,False
1,73725732604160,73725732604161,8586369,2,567121020032,1.0354,False
1,73760202317375,73760202317376,8588376,2,14706125,1.0180,False
1,74125194940800,74125194940801,8609599,2,3456,1.0562,False
1,75017234240000,75017234240001,2943,4,4000,1.2882,False
1,75017251562499,75017251562500,8661250,2,2887083,1.0528,False
1,75021460989048,75021460989049,8661493,2,311813784,1.1202,False
1,75175419981375,75175419981376,8670376,2,86320125,1.0463,False
1,75256874205183,75256874205184,8675072,2,7555707,1.0152,False
1,75451026313215,75451026313216,42256,3,12448107,1.0405,False
1,76279681662975,76279681662976,8733824,2,2526570225,1.0031,False
1,77168757930624,77168757930625,8784575,2,5059914624,1.0029,False
1,77234867225568,77234867225569,8788337,2,1314144,1.0101,False
1,77440017600000,77440017600001,8800001,2,388800000,1.0123,False
1,77624822145024,77624822145025,8810495,2,218566656,1.0291,False
1,79585793261568,79585793261569,8921087,2,17842176,1.0125,False
1,79736345289440,79736345289441,8929521,2,4892192,1.0135,False
1,80244886118400,80244886118401,8957951,2,447897600,1.0162,False
1,80612223221760,80612223221761,8978431,2,65536,1.0312,False
1,80612241178623,80612241178624,8978432,2,6859,1.0087,False
1,80759428890624,80759428890625,8986625,2,3981312,1.1562,False
1,80892035999999,80892036000000,8994000,2,8643234961,1.0910,False
1,80980435181568,80980435181569,8998913,2,25757135872,1.0705,False
1,81622117974015,81622117974016,9034496,2,531441,1.0296,False
1,81622136043008,81622136043009,9034497,2,128,1.0530,False
1,82762153193538,82762153193539,43579,3,14085981,1.0053,False
1,83077519107968,83077519107969,9114687,2,8348032,1.0116,False
1,83370613824000,83370613824001,9130751,2,1728000,1.0177,False
1,83410099865568,83410099865569,9132913,2,629856,1.0654,False
1,83623251930624,83623251930625,9144575,2,9144576,1.0310,False
1,83623270219775,83623270219776,3024,4,3025,1.0085,False
1,83733919589375,83733919589376,9150624,2,9150625,1.0310,False
1,83733937890624,83733937890625,55,8,432,1.0545,False
1,84181340651520,84181340651521,9175039,2,717750272,1.0017,False
1,84677705798400,84677705798401,9202049,2,47114496,1.0720,False
1,85054487805000,85054487805001,9222499,2,202500,1.0267,False
1,85294848141440,85294848141441,3039,4,476288,1.0735,False
1,85741099603200,85741099603201,9259649,2,15803136,1.1030,False
1,86383473421440,86383473421441,9294271,2,111392,1.0637,False
1,86595773319224,86595773319225,9305685,2,2863288,1.0145,False
1,86763691978208,86763691978209,9314703,2,197639389472,1.0061,False
1,87637663527000,87637663527001,9361499,2,3120500,1.0225,False
1,87637682249999,87637682250000,9361500,2,16807,1.0004,False
1,88018640330624,88018640330625,9381825,2,10176896,1.0169,False
1,88543413882000,88543413882001,9409751,2,213858000,1.0050,False
1,88584219262560,88584219262561,9411919,2,3764768,1.0050,False
1,88584238086399,88584238086400,9411920,2,15129,1.0179,False
1,89679990882303,89679990882304,9469952,2,243,1.0278,False
1,89680009822208,89680009822209,9469953,2,4734976,1.0511,False
1,89844938523648,89844938523649,9478657,2,587221820416,1.0441,False
1,89915391999999,89915392000000,44800,3,19321,1.0588,False
1,90010132592688,90010132592689,9487367,2,6324912,1.0398,False
1,90010151567423,90010151567424,9487368,2,12769,1.0170,False
1,90204715528191,90204715528192,44848,3,11269449,1.0186,False
1,90527479955648,90527479955649,9514593,2,17909824,1.0094,False
1,90567217255760,90567217255761,9516681,2,635247368,1.0287,False
1,90812685325760,90812685325761,3087,4,64,1.0133,False
1,91381669509375,91381669509376,9559376,2,20503125,1.0042,False
1,91507150687968,91507150687969,9565937,2,76527504,1.0315,False
1,91632737105000,91632737105001,9572499,2,845000,1.0125,False
1,91674631147968,91674631147969,9574687,2,41879685312,1.0090,False
1,92160019200000,92160019200001,9600001,2,1849600000,1.1013,False
1,93192321182688,93192321182689,9653617,2,1390120992,1.0194,False
1,93206534790698,93206534790699,99,7,343,1.0124,False
1,94582918890624,94582918890625,9725375,2,3241792,1.0290,False
1,94582938341375,94582938341376,9725376,2,15125,1.0067,False
1,94714763086800,94714763086801,9732151,2,1963488600,1.0252,False
1,95245127128320,95245127128321,9759361,2,1249198336,1.0097,False
1,95245400390624,95245400390625,9759375,2,9759376,1.0280,False
1,95245419909375,95245419909376,3124,4,28125,1.0057,False
1,95367431640624,95367431640625,5,20,16,1.0148,False
1,95489541015624,95489541015625,9771875,2,478821924,1.0330,False
1,95672832000000,95672832000001,9781249,2,102400000,1.0542,False
1,96453749861568,96453749861569,9821087,2,2822688,1.0295,False
1,96670111753215,96670111753216,9832096,2,201331053,1.0110,False
1,96847150799024,96847150799025,9841095,2,5314264201,1.1549,False
1,97335607906160,97335607906161,3141,4,781456,1.0165,False
1,97569214110368,97569214110369,9877713,2,20424788384,1.0010,False
1,97824462890624,97824462890625,9890625,2,682112,1.0122,False
1,98261601464600,98261601464601,9912699,2,9912700,1.0304,False
1,98261621289999,98261621290000,9912700,2,87723,1.0080,False
1,98482759127103,98482759127104,9923848,2,7267563953,1.0130,False
1,98497824104448,98497824104449,9924607,2,8957952,1.0237,False
1,98771297640624,98771297640625,215,6,1296,1.0644,False
1,98771317517375,98771317517376,9938376,2,9938375,1.0406,False
1,98783701122000,98783701122001,9938999,2,2000,1.0164,False
1,100003300027224,100003300027225,10000165,2,465124,1.0264,False
1,100498840557920,100498840557921,10024911,2,784,1.0338,False
1,101507722849791,101507722849792,46648,3,49923,1.0153,False
1,101618980229375,101618980229376,10080624,2,493950625,1.0224,False
1,102224090811648,102224090811649,10110593,2,7311616,1.0084,False
1,102333476232000,102333476232001,10116001,2,40464008000,1.0426,False
1,102770954035200,102770954035201,10137601,2,6321254400,1.0249,False
1,103523563670408,103523563670409,10174653,2,40698616,1.0122,False
1,104354887499775,104354887499776,10215424,2,898425,1.0248,False
1,104422872000000,104422872000001,10218751,2,8000000,1.0089,False
1,105451313564600,105451313564601,10268949,2,249884629300,1.0412,False
1,105565863975624,105565863975625,10274525,2,239502744,1.0126,False
1,105565905073728,105565905073729,10274527,2,1092170304,1.0366,False
1,105704081000000,105704081000001,10281249,2,500000,1.0340,False
1,106202299702499,106202299702500,10305450,2,71904062087,1.0198,False
1,108038873930624,108038873930625,10394175,2,294383852672,1.0122,False
1,109222251393024,109222251393025,10450945,2,4087812096,1.0178,False
1,109864483603875,109864483603876,10481626,2,1438977375,1.0305,False
1,110341915149375,110341915149376,10504376,2,283618125,1.0009,False
1,110598912144000,110598912144001,48001,3,5488000,1.0517,False
1,110747146180608,110747146180609,10523647,2,1539459072,1.0113,False
1,111070689624063,111070689624064,10539008,2,257049,1.0077,False
1,111070710702080,111070710702081,10539009,2,4096,1.0300,False
1,111429135999999,111429136000000,10556000,2,3518667,1.0641,False
1,111429157112000,111429157112001,57,8,800,1.0889,False
1,112521538418688,112521538418689,10607617,2,10862200832,1.0500,False
1,112717100482560,112717100482561,10616831,2,520224768,1.0269,False
1,112923586155600,112923586155601,10626551,2,82788552900,1.0466,False
1,114289441509375,114289441509376,10690624,2,253125,1.0288,False
1,114463272960000,114463272960001,10698751,2,552960000,1.0171,False
1,114485185050624,114485185050625,10699775,2,478255104,1.0057,False
1,114690712890624,114690712890625,10709375,2,7139584,1.0069,False
1,114885963569168,114885963569169,10718487,2,974408,1.0287,False
1,114885985006143,114885985006144,10718488,2,369603,1.0065,False
1,115517461889024,115517461889025,10747905,2,524288,1.0055,False
1,115757634912255,115757634912256,48736,3,1432809,1.0051,False
1,116869591269375,116869591269376,10810624,2,8850625,1.0208,False
1,118887446216703,118887446216704,10903552,2,1849,1.0211,False
1,118887468023808,118887468023809,10903553,2,10903552,1.0822,False
1,119444400340991,119444400340992,49248,3,1331,1.0018,False
1,119478562890624,119478562890625,10930625,2,839808,1.0805,False
1,119765642175000,119765642175001,10943749,2,492075000,1.0126,False
1,120096371404800,120096371404801,10958849,2,351232,1.1514,False
1,120284389195775,120284389195776,10967424,2,8575,1.0366,False
1,120284411130624,120284411130625,10967425,2,1827904,1.0601,False
1,120922550397440,120922550397441,10996479,2,61952,1.0063,False
1,121220804641023,121220804641024,11010032,2,132651,1.0293,False
1,121220826661088,121220826661089,11010033,2,117128,1.0524,False
1,123685159832688,123685159832689,11121383,2,2298638861,1.0954,False
1,125007500150000,125007500150001,50001,3,8450000,1.0081,False
1,125560473712128,125560473712129,11205377,2,242394736896,1.0235,False
1,126015330179024,126015330179025,11225655,2,1299247664,1.0091,False
1,126324651851775,126324651851776,224,6,225,1.0373,False
1,126324674330624,126324674330625,11239425,2,5619712,1.2528,False
1,126347851087935,126347851087936,11240456,2,811560851,1.0674,False
1,126478881316088,126478881316089,11246283,2,59938564,1.0269,False
1,127266579000000,127266579000001,11281249,2,9747000000,1.0130,False
1,127910852213823,127910852213824,11309768,2,11309769,1.0108,False
1,127910874833360,127910874833361,3363,4,11309768,1.0331,False
1,128132234841600,128132234841601,11319551,2,68483289600,1.0023,False
1,129746315109375,129746315109376,11390624,2,11390625,1.0020,False
1,129746337890624,129746337890625,15,12,32,1.0239,False
1,129900156890624,129900156890625,11397375,2,22794752,1.0020,False
1,129961739795076,129961739795077,37,9,324,1.0118,False
1,130516938208800,130516938208801,11424401,2,5552258400,1.0068,False
1,130689137844224,130689137844225,11431935,2,4096,1.0329,False
1,130689160708095,130689160708096,11431936,2,2286387,1.0106,False
1,131345558650880,131345558650881,11460609,2,802816,1.0060,False
1,131385994791128,131385994791129,11462373,2,5080516,1.0978,False
1,131386017715875,131386017715876,11462374,2,12246125,1.0515,False
1,131520735126000,131520735126001,11468249,2,7037334000,1.0023,False
1,131576476721040,131576476721041,11470679,2,1238833224,1.0250,False
1,132710376960000,132710376960001,11519999,2,878080000,1.1065,False
1,132931699219200,132931699219201,11529601,2,184473632,1.1332,False
1,133074127922175,133074127922176,11535776,2,2695275,1.0032,False
1,133153298188848,133153298188849,11539207,2,748052237016,1.0299,False
1,133244889080624,133244889080625,11543175,2,11543176,1.0325,False
1,133244912166975,133244912166976,226,6,33075,1.0103,False
1,133790885373600,133790885373601,3401,4,194400,1.0202,False
1,134212781080575,134212781080576,11585024,2,6075,1.0025,False
1,134212804250624,134212804250625,11585025,2,681472,1.0243,False
1,134737538522499,134737538522500,11607650,2,417144082113,1.0146,False
1,136122599131280,136122599131281,11667159,2,150544,1.0209,False
1,136150975140624,136150975140625,11668375,2,11664,1.0057,False
1,136805749567200,136805749567201,11696399,2,1926841543200,1.0002,False
1,137329125000000,137329125000001,11718751,2,125000000,1.0020,False
1,137446947145728,137446947145729,11723777,2,8546632704,1.0258,False
1,137842275390624,137842275390625,11740625,2,171396,1.0723,False
1,138080149064000,138080149064001,11750751,2,8000,1.0091,False
1,138220535698728,138220535698729,11756723,2,528392,1.0076,False
1,138251528157680,138251528157681,3429,4,5488,1.0009,False
1,138325801917600,138325801917601,11761199,2,23522400,1.0029,False
1,138412872009999,138412872010000,3430,4,7803,1.0246,False
1,138897774540099,138897774540100,11785490,2,7310409186321,1.0119,False
1,139148258316543,139148258316544,11796112,2,955485153,1.0186,False
1,139701076669440,139701076669441,11819521,2,183817206144,1.0704,False
1,139931131904000,139931131904001,11829249,2,1478656000,1.0440,False
1,140488891545600,140488891545601,11852801,2,23340902400,1.0179,False
1,140494912833024,140494912833025,11853055,2,3034381824,1.0120,False
1,140640861824099,140640861824100,11859210,2,6859,1.1027,False
1,140640885542520,140640885542521,11859211,2,58564,1.1570,False
1,141134423760000,141134423760001,11880001,2,4771440000,1.0216,False
1,141167071890624,141167071890625,11881375,2,23762752,1.0205,False
1,141167095653375,141167095653376,26,10,675,1.0709,False
1,141833236709375,141833236709376,11909376,2,1653125,1.0102,False
1,142274750698403,142274750698404,11927898,2,534361,1.0058,False
1,142274774554200,142274774554201,11927899,2,11809800,1.0109,False
1,142382527732224,142382527732225,11932415,2,778752,1.0033,False
1,142647287798015,142647287798016,11943504,2,140398801,1.0703,False
1,142822791820800,142822791820801,3457,4,115200,1.0383,False
1,143000269225983,143000269225984,11958272,2,533871,1.0049,False
1,143058416254208,143058416254209,11960703,2,2637376,1.0502,False
1,143884847030400,143884847030401,11995201,2,8463814531200,1.0098,False
1,144000024000000,144000024000001,12000001,2,8000000,1.0717,False
1,144537812991999,144537812992000,52480,3,9261,1.0022,False
1,144571189298175,144571189298176,12023776,2,477414675,1.0118,False
1,144684788193000,144684788193001,12028499,2,160404421500,1.0265,False
1,144768999936000,144768999936001,12031999,2,256000,1.1154,False
1,144769023999999,144769024000000,12032000,2,388129,1.0442,False
1,145410412773375,145410412773376,12058624,2,1125,1.0152,False
1,145410436890624,145410436890625,12058625,2,1048576,1.0026,False
1,145645095859200,145645095859201,12068351,2,209267712,1.0701,False
1,145988618630624,145988618630625,12082575,2,5213879236808,1.0542,False
1,146392455525624,146392455525625,12099275,2,423099582444,1.0268,False
1,146636962890624,146636962890625,12109375,2,1152,1.0066,False
1,146999232456975,146999232456976,3482,4,7049025,1.0260,False
1,147249851969024,147249851969025,12134655,2,1553235712,1.0336,False
1,147965207169024,147965207169025,12164095,2,120932352,1.0157,False
1,148695221224224,148695221224225,12194065,2,63653776209,1.0948,False
1,149817624480000,149817624480001,12240001,2,8760240000,1.0229,False
1,151870722605055,151870722605056,12323584,2,715563,1.0821,False
1,151921968318175,151921968318176,686,5,3025,1.0437,False
1,151929684352575,151929684352576,12325976,2,591166086975,1.0250,False
1,153015687742400,153015687742401,12369951,2,26891200,1.0008,False
1,153694906890624,153694906890625,12397375,2,93312,1.0078,False
1,153767167283520,153767167283521,12400289,2,3779136,1.0399,False
1,155226855426048,155226855426049,12459007,2,224262144,1.0112,False
1,155267474445768,155267474445769,12460637,2,20360277268,1.0307,False
1,156000124980000,156000124980001,12490001,2,62450010000,1.0325,False
1,156231575543168,156231575543169,12499263,2,2328894752,1.0603,False
1,156249975000000,156249975000001,12499999,2,1225000000,1.0104,False
1,156249999999999,156250000000000,12500000,2,81,1.0313,False
1,156250025000000,156250025000001,12500001,2,5000000,1.0544,False
1,156320789833908,156320789833909,53869,3,97002801,1.0296,False
1,156500125020000,156500125020001,12510001,2,1125900180000,1.0056,False
1,156780825076224,156780825076225,12521215,2,665856,1.0289,False
1,157095114670080,157095114670081,12533759,2,828407808,1.0116,False
1,158173651413440,158173651413441,54081,3,3904576,1.0085,False
1,158329649233920,158329649233921,12582911,2,4194304,1.0414,False
1,158329674399743,158329674399744,12582912,2,121,1.0189,False
1,158357030832000,158357030832001,12583999,2,4234032000,1.0354,False
1,160180638750000,160180638750001,12656249,2,6328125,1.0789,False
1,160180664062499,160180664062500,12656250,2,1681,1.0096,False
1,162068812890624,162068812890625,12730625,2,229151232,1.0161,False
1,163047386538000,163047386538001,12769001,2,1094277762000,1.0029,False
1,163839974400000,163839974400001,12799999,2,691200000,1.0183,False
1,164357348557248,164357348557249,12820193,2,46574352,1.0838,False
1,164756349705024,164756349705025,12835745,2,25559470944,1.0296,False
1,165258660958208,165258660958209,12855297,2,295936,1.0452,False
1,165831093783999,165831093784000,54940,3,1293625089,1.0083,False
1,166168187109375,166168187109376,12890624,2,390625,1.0136,False
1,166168212890624,166168212890625,12890625,2,512,1.1812,False
1,166455927168399,166455927168400,12901780,2,28605589821,1.1440,False
1,166548703890624,166548703890625,12905375,2,42592,1.0297,False
1,166548729701375,166548729701376,12905376,2,300125,1.0077,False
1,166683359969280,166683359969281,12910591,2,95551488,1.0065,False
1,168135931292175,168135931292176,12966724,2,1128429069075,1.0295,False
1,169084855683072,169084855683073,55297,3,41472,1.0549,False
1,169215218475624,169215218475625,13008275,2,6316056,1.0013,False
1,170538525721599,170538525721600,13059040,2,330476041,1.0027,False
1,171037353515624,171037353515625,13078125,2,556516,1.0369,False
1,172028043984895,172028043984896,55616,3,31888609,1.1054,False
1,172602603384560,172602603384561,13137831,2,456968,1.0340,False
1,172799621936928,172799621936929,13145327,2,6538752864,1.0400,False
1,175068596359800,175068596359801,13231349,2,1577194561800,1.0409,False
1,177195686151168,177195686151169,13311487,2,9216,1.0382,False
1,178664632169400,178664632169401,13366549,2,74258600,1.0439,False
1,178967673294399,178967673294400,13377880,2,4619593539,1.0186,False
1,179436071390624,179436071390625,13395375,2,17672,1.0638,False
1,179436098181375,179436098181376,13395376,2,4465125,1.0404,False
1,179700700752000,179700700752001,13405249,2,20250248000,1.0650,False
1,180313735329024,180313735329025,13428095,2,15488,1.1208,False
1,180313762185215,180313762185216,13428096,2,2685619,1.0949,False
1,180551007203328,180551007203329,13436927,2,13436928,1.0265,False
1,180551034077183,180551034077184,13436928,2,49,1.0843,False
1,180551060951040,180551060951041,13436929,2,8957952,1.0412,False
1,180848730896000,180848730896001,13448001,2,26896000,1.0159,False
1,181090937470975,181090937470976,56576,3,60025,1.0431,False
1,183071751220800,183071751220801,13530401,2,10824321600,1.0139,False
1,183178223892224,183178223892225,13534335,2,30976,1.0104,False
1,183812883333120,183812883333121,13557761,2,73728,1.0297,False
1,185215115109375,185215115109376,13609376,2,421875,1.0446,False
1,185817492357120,185817492357121,13631489,2,84934656,1.0228,False
1,186066650390624,186066650390625,13640625,2,618272,1.0131,False
1,186384680979847,186384680979848,57122,3,57121,1.0724,False
1,186595627320000,186595627320001,13660001,2,787320000,1.0203,False
1,187213542759999,187213542760000,13682600,2,13682601,1.0230,False
1,187213570125200,187213570125201,3699,4,184900,1.0455,False
1,189294038345888,189294038345889,13758417,2,10976,1.0035,False
1,189922824000000,189922824000001,13781249,2,3528000000,1.0061,False
1,190367612080128,190367612080129,13797377,2,2018359296,1.0234,False
1,191039750254368,191039750254369,13821713,2,1012683744,1.0118,False
1,191351916015624,191351916015625,57625,3,172872,1.0179,False
1,191545627680000,191545627680001,13840001,2,720000,1.0218,False
1,192532941389375,192532941389376,13875624,2,13875625,1.0004,False
1,192532969140624,192532969140625,3725,4,31752,1.0220,False
1,194196906057024,194196906057025,13935455,2,27870912,1.0002,False
1,194204932962048,194204932962049,13935743,2,16053974784,1.0002,False
1,195777435218400,195777435218401,13992049,2,74045928600,1.0470,False
1,195910410239999,195910410240000,13996800,2,343,1.0151,False
1,195910438233600,195910438233601,13996801,2,9331200,1.0373,False
1,195930594145440,195930594145441,241,6,17424,1.0244,False
1,196073674922160,196073674922161,14002631,2,14814784656,1.0028,False
1,197141790036960,197141790036961,14040719,2,1752048,1.0274,False
1,197505443717568,197505443717569,14053663,2,3631749696,1.0101,False
1,197964899999999,197964900000000,14070000,2,14070001,1.0338,False
1,197964928140000,197964928140001,3751,4,4000,1.0568,False
1,199250897371875,199250897371876,14115626,2,658378125,1.0076,False
1,200385965850624,200385965850625,14155775,2,28311552,1.0158,False
1,200386022473728,200386022473729,14155777,2,1196163072,1.0466,False
1,200859416110143,200859416110144,242,6,81,1.0787,False
1,200859444455120,200859444455121,14172489,2,1288408,1.1037,False
1,201161375160768,201161375160769,14183137,2,2718396961632,1.0243,False
1,201956102187875,201956102187876,14211126,2,6125,1.0132,False
1,202315092510000,202315092510001,14223751,2,2645000,1.0402,False
1,202568980724928,202568980724929,14232673,2,10320934464,1.0033,False
1,203529227378688,203529227378689,14266367,2,663552,1.0124,False
1,205229949570800,205229949570801,14325849,2,2805604232,1.0779,False
1,205891103396835,205891103396836,14348906,2,4782969,1.0410,False
1,205891132094648,205891132094649,3,30,8,1.0887,False
1,205901592624999,205901592625000,59050,3,59049,1.0513,False
1,206071738329600,206071738329601,14355199,2,91873267200,1.0123,False
1,206721822974975,206721822974976,14377824,2,148225,1.0123,False
1,206721851730624,206721851730625,14377825,2,14377824,1.0343,False
1,206844225126399,206844225126400,14382080,2,294849,1.0007,False
1,207876388290560,207876388290561,14417919,2,524288,1.0119,False
1,207876417126399,207876417126400,14417920,2,7803,1.0830,False
1,208738917567999,208738917568000,59320,3,4695327,1.0897,False
1,210054266576000,210054266576001,3807,4,1600,1.0795,False
1,210093168257280,210093168257281,14494591,2,9091006848,1.0312,False
1,210866672520000,210866672520001,14521249,2,3630312000,1.0572,False
1,211027424329088,211027424329089,14526783,2,14526784,1.0437,False
1,211027453382655,211027453382656,244,6,729,1.0868,False
1,212989943930624,212989943930625,14594175,2,266864896,1.0058,False
1,213433837890624,213433837890625,14609375,2,73008,1.0439,False
1,214504642209374,214504642209375,735,5,1331,1.0043,False
1,214505755380224,214505755380225,14646015,2,3527168,1.0039,False
1,214964857995263,214964857995264,59904,3,11881,1.0102,False
1,215113584896000,215113584896001,14666751,2,14796800,1.0637,False
1,215504249683968,215504249683969,14680063,2,113246208,1.0077,False
1,215504279044095,215504279044096,14680064,2,361,1.0093,False
1,215504308404224,215504308404225,14680065,2,2097152,1.0312,False
1,215605730223360,215605730223361,14683519,2,1679616,1.0424,False
1,216377068677120,216377068677121,14709761,2,2270840832,1.0211,False
1,218485322000000,218485322000001,14781249,2,500000,1.0446,False
1,219744305250624,219744305250625,14823775,2,52706752,1.0422,False
1,219912794914848,219912794914849,14829457,2,237271328,1.0042,False
1,220581874296000,220581874296001,14851999,2,15876000,1.0338,False
1,220873842330624,220873842330625,14861825,2,6912,1.0507,False
1,222228219397040,222228219397041,3861,4,126736,1.0156,False
1,223381630645848,223381630645849,14945957,2,196120834632,1.0037,False
1,224470421981568,224470421981569,14982337,2,11814232735872,1.0079,False
1,224539435929599,224539435929600,14984640,2,14984641,1.0200,False
1,224539465898880,224539465898881,3871,4,15488,1.0423,False
1,224944293358512,224944293358513,60817,3,1050537744,1.0864,False
1,225187509050000,225187509050001,15006249,2,120050000,1.0009,False
1,225562881600000,225562881600001,15018751,2,12484800000,1.0150,False
1,225938506625000,225938506625001,15031251,2,125000,1.0184,False
1,226201569920000,226201569920001,15039999,2,10000,1.1483,False
1,226201599999999,226201600000000,15040000,2,2187,1.1213,False
1,226633002292224,226633002292225,15054335,2,41472,1.1457,False
1,226633032400895,226633032400896,15054336,2,103823,1.1188,False
1,227453180565600,227453180565601,15081551,2,1749600,1.0025,False
1,227808064513223,227808064513224,61074,3,912673,1.0451,False
1,228274870477823,228274870477824,15108768,2,15108769,1.0464,False
1,228274900695360,228274900695361,3887,4,1944,1.0699,False
1,228509872270848,228509872270849,15116543,2,7558272,1.0464,False
1,228509902503935,228509902503936,3888,4,169,1.0239,False
1,229098526272000,229098526272001,15136001,2,484352064000,1.0046,False
1,229765479372288,229765479372289,15158017,2,314316661248,1.0069,False
1,230020629277760,230020629277761,15166431,2,16928,1.0224,False
1,231928233983999,231928233984000,61440,3,1849,1.0110,False
1,232561005502400,232561005502401,15249951,2,3930400,1.0246,False
1,233797891783400,233797891783401,15290451,2,30580900,1.0292,False
1,233806882655024,233806882655025,15290745,2,2996986216,1.0371,False
1,234814157380608,234814157380609,15323647,2,30647296,1.0158,False
1,237380949037583,237380949037584,15407172,2,1999788961,1.0522,False
1,238832513998848,238832513998849,15454207,2,20066586624,1.0308,False
1,239978857545000,239978857545001,15491251,2,4375822500,1.0308,False
1,240249969000000,240249969000001,15499999,2,729000000,1.0138,False
1,244856930889024,244856930889025,15647905,2,935712,1.0232,False
1,246739637231360,246739637231361,62721,3,2119936,1.0157,False
1,247905749270528,247905749270529,15745023,2,7872512,1.0577,False
1,247905780760575,247905780760576,3968,4,1323,1.0895,False
1,248155748761599,248155748761600,15752960,2,5250987,1.0577,False
1,248155780267520,248155780267521,63,8,64,1.0816,False
1,248405937288200,248405937288201,15760899,2,31521800,1.0182,False
1,248684289654528,248684289654529,15769727,2,88594331904,1.0093,False
1,249038730083520,249038730083521,15780961,2,6817375584,1.0311,False
1,249103057434000,249103057434001,15782999,2,15782998000,1.0079,False
1,250058907189000,250058907189001,251,6,9000,1.0401,False
1,250917218570016,250917218570017,63073,3,243498312,1.0452,False
1,251419173577208,251419173577209,15856203,2,9604,1.1624,False
1,251419205289615,251419205289616,15856204,2,5285401,1.0027,False
1,253613555712000,253613555712001,15925249,2,497664000,1.0683,False
1,254186614719360,254186614719361,15943231,2,102036672,1.0234,False
1,254212698514400,254212698514401,3993,4,400,1.0274,False
1,254761469640000,254761469640001,15961249,2,2298420000,1.0301,False
1,255129621889023,255129621889024,63424,3,6561,1.0657,False
1,256256063999999,256256064000000,16008000,2,4626312289,1.0383,False
1,256724511890624,256724511890625,16022625,2,1633429696,1.0029,False
1,257282402000624,257282402000625,4005,4,1210568,1.0262,False
1,259631572669568,259631572669569,16113087,2,85184,1.0403,False
1,264686055180624,264686055180625,16269175,2,2635606512,1.0172,False
1,266894007545880,266894007545881,16336891,2,812017791,1.1302,False
1,267898853523455,267898853523456,16367616,2,2401,1.0133,False
1,267898886258688,267898886258689,16367617,2,294912,1.0352,False
1,268776384148800,268776384148801,4049,4,129600,1.0020,False
1,269852932694400,269852932694401,16427201,2,515363200,1.0212,False
1,270623029989375,270623029989376,16450624,2,10281639375,1.0297,False
1,270906877644000,270906877644001,4057,4,676000,1.0075,False
1,271628338284800,271628338284801,16481151,2,2109587200,1.0142,False
1,273636606061224,273636606061225,16541965,2,9452552,1.0395,False
1,273902499999999,273902500000000,16550000,2,177957,1.0446,False
1,273902533100000,273902533100001,16550001,2,12500,1.0679,False
1,274848684830720,274848684830721,16578561,2,3086626816,1.0007,False
1,274941996890624,274941996890625,255,6,512,1.0001,False
1,275975123025000,275975123025001,16612499,2,21434375,1.0559,False
1,276017519750624,276017519750625,16613775,2,17577375008,1.0005,False
1,277443123077375,277443123077376,16656624,2,2082077875,1.0230,False
1,278644263554880,278644263554881,16692641,2,3483053294436,1.0912,False
1,278735579781375,278735579781376,16695376,2,5465403525125,1.0284,False
1,279203212890624,279203212890625,16709375,2,681472,1.0044,False
1,279516635000000,279516635000001,16718751,2,5000000,1.0194,False
1,279657524945295,279657524945296,16722964,2,10409734783,1.1234,False
1,279911269841400,279911269841401,16730549,2,1312200,1.0362,False
1,281200165912575,281200165912576,16769024,2,5589675,1.0342,False
1,281200199450624,281200199450625,4095,4,4096,1.0569,False
1,281474943156224,281474943156225,16777215,2,16777216,1.0341,False
1,281474976710655,281474976710656,2,48,9,1.0123,False
1,281610318000000,281610318000001,16781249,2,2662000000,1.0111,False
1,281749955297280,281749955297281,4097,4,16384,1.0213,False
1,283040481973248,283040481973249,16823807,2,6912,1.0481,False
1,283040515620863,283040515620864,16823808,2,117649,1.0257,False
1,283876973125200,283876973125201,16848649,2,102040608600,1.0284,False
1,284765591250000,284765591250001,16874999,2,33750000,1.0038,False
1,285610033800000,285610033800001,16900001,2,67076100000,1.0331,False
1,286362511218000,286362511218001,16922249,2,129654000,1.0037,False
1,286734108900624,286734108900625,4115,4,664048,1.0014,False
