a,b,c,n,l,m,quality,m is not a proper divisor of b
1,48921919488,48921919489,221183,2,16384,1.1015,False
1,48922361855,48922361856,221184,2,841,1.0684,False
1,48922804224,48922804225,221185,2,10838016,1.0357,False
1,50305106943,50305106944,224288,2,7785963,1.0014,False
1,51075548000,51075548001,225999,2,19652000,1.0177,False
1,51591216768,51591216769,227137,2,2456724608,1.0086,False
1,51768990783,51768990784,227528,2,502611561,1.0068,False
1,52027329024,52027329025,228095,2,4608,1.1048,False
1,52027785215,52027785216,228096,2,2401,1.0716,False
1,52612890624,52612890625,229375,2,4096,1.1923,False
1,52613349375,52613349376,229376,2,125,1.0973,False
1,52776573750,52776573751,3751,3,5625,1.0039,False
1,52903305063,52903305064,3754,3,194481,1.0380,False
1,54932109375,54932109376,234376,2,9453125,1.0455,False
1,55330330175,55330330176,235224,2,9409,1.0877,False
1,55330800624,55330800625,485,4,3888,1.1219,False
1,55364678208,55364678209,235297,2,3764768,1.0844,False
1,55365619400,55365619401,235299,2,23529800,1.0146,False
1,55444708088,55444708089,235467,2,1325192,1.0214,False
1,56013162240,56013162241,236671,2,162356992,1.0053,False
1,56248660223,56248660224,237168,2,237169,1.0117,False
1,56249134560,56249134561,487,4,3888,1.0412,False
1,56826931455,56826931456,238384,2,750141,1.0074,False
1,57631204224,57631204225,240065,2,15488,1.0489,False
1,58773123071,58773123072,3888,3,169,1.0322,False
1,58818484368,58818484369,3889,3,190512,1.0532,False
1,59977479408,59977479409,244903,2,51131696,1.0124,False
1,60713452800,60713452801,246401,2,31539456,1.0926,False
1,62499500000,62499500001,249999,2,24500000,1.0137,False
1,62499999999,62500000000,500,4,2809,1.0719,False
1,62500500000,62500500001,250001,2,50000,1.1617,False
1,62523502208,62523502209,63,6,64,1.0469,False
1,62524002303,62524002304,250048,2,250047,1.0172,False
1,65473550883,65473550884,255878,2,19683,1.0093,False
1,65474062640,65474062641,255879,2,343,1.1021,False
1,65474574399,65474574400,255880,2,40947201,1.0917,False
1,66074188400,66074188401,507,4,400,1.0010,False
1,66597544224,66597544225,258065,2,282192984,1.0754,False
1,67184121600,67184121601,259199,2,187142400,1.0096,False
1,67933730880,67933730881,260641,2,37532448,1.0386,False
1,68055765624,68055765625,260875,2,7043652,1.0449,False
1,68183654399,68183654400,261120,2,261121,1.0001,False
1,68184176640,68184176641,511,4,1024,1.0287,False
1,68689595568,68689595569,262087,2,22896531856,1.0058,False
1,68718952448,68718952449,262143,2,65536,1.0966,False
1,68719476735,68719476736,2,36,9,1.0641,False
1,68769820672,68769820673,4097,3,87808,1.1470,False
1,69257396223,69257396224,263168,2,87723,1.0964,False
1,69257922560,69257922561,513,4,128,1.1309,False
1,70344300624,70344300625,515,4,163216,1.0184,False
1,70542828800,70542828801,265599,2,430336,1.0908,False
1,71008211967,71008211968,148,5,5929,1.0016,False
1,72361538000,72361538001,269001,2,2000,1.0198,False
1,73983456000,73983456001,271999,2,172800,1.1232,False
1,74733890624,74733890625,273375,2,32,1.0312,False
1,74734437375,74734437376,273376,2,273375,1.0026,False
1,75418890624,75418890625,65,6,576,1.0452,False
1,75624450000,75624450001,274999,2,50000,1.0028,False
1,75933864720,75933864721,275561,2,135596187,1.1238,False
1,78310425599,78310425600,279840,2,13712209,1.0674,False
1,78310985280,78310985281,23,8,64,1.0133,False
1,78364164095,78364164096,6,14,49,1.0062,False
1,78364723968,78364723969,279937,2,279936,1.0350,False
1,78722330624,78722330625,280575,2,351232,1.0718,False
1,78914360888,78914360889,280917,2,102152,1.0205,False
1,79101000000,79101000001,281249,2,9000000,1.0026,False
1,81663921360,81663921361,285769,2,960752016,1.0274,False
1,83224499895,83224499896,4366,3,57198969,1.0701,False
1,83740234374,83740234375,4375,3,243,1.1968,False
1,85030559999,85030560000,540,4,14161,1.0579,False
1,85031143200,85031143201,291601,2,583200,1.0050,False
1,86670771200,86670771201,294399,2,14060800,1.0626,False
1,87169019535,87169019536,295244,2,9979281,1.0223,False
1,88609810275,88609810276,297674,2,297675,1.0007,False
1,88610405624,88610405625,297675,2,11449,1.0590,False
1,88658040024,88658040025,297755,2,96472296,1.0007,False
1,90458382168,90458382169,67,6,3528,1.0090,False
1,91522585728,91522585729,302527,2,19361664,1.0170,False
1,92264670000,92264670001,303751,2,2430000,1.0253,False
1,93789675000,93789675001,306251,2,11025000,1.0258,False
1,95713509375,95713509376,309376,2,1128125,1.0858,False
1,96254442000,96254442001,557,4,18000,1.0029,False
1,96905822208,96905822209,311297,2,1384448,1.0660,False
1,97655625000,97655625001,312499,2,6328125,1.1237,False
1,98866853760,98866853761,314431,2,628864,1.0044,False
1,98867482623,98867482624,68,6,3249,1.1078,False
1,98868111488,98868111489,314433,2,628864,1.0084,False
1,99361757088,99361757089,315217,2,22695696,1.0448,False
1,101746326528,101746326529,318977,2,82944,1.0190,False
1,102887619120,102887619121,320761,2,25625808,1.0009,False
1,103749054200,103749054201,322101,2,16105100,1.0412,False
1,103749698403,103749698404,322102,2,841,1.0573,False
1,103750342608,103750342609,322103,2,161051,1.1024,False
1,103889284100,103889284101,4701,3,78943225,1.0553,False
1,104086245375,104086245376,568,4,3375,1.0655,False
1,107918163080,107918163081,69,6,2888,1.0038,False
1,108651981375,108651981376,329624,2,370825875,1.0129,False
1,109312229375,109312229376,330624,2,330625,1.0206,False
1,109312890624,109312890625,575,4,256,1.0498,False
1,109396224000,109396224001,330751,2,84672000,1.0665,False
1,110074650624,110074650625,331775,2,663552,1.0205,False
1,110667332888,110667332889,332667,2,47524,1.0569,False
1,110667998223,110667998224,332668,2,332667,1.0273,False
1,110841053183,110841053184,332928,2,332929,1.0731,False
1,110841719040,110841719041,577,4,21632,1.2442,False
1,111610114560,111610114561,334081,2,43904,1.1144,False
1,111611450888,111611450889,334083,2,114590812,1.0434,False
1,112990099599,112990099600,336140,2,2197,1.0844,False
1,112990771880,112990771881,336141,2,9604,1.1174,False
1,113906925000,113906925001,337501,2,357075000,1.0171,False
1,119085037568,119085037569,345087,2,12620288,1.0596,False
1,119793516543,119793516544,346112,2,81,1.0015,False
1,119794208768,119794208769,346113,2,346112,1.0295,False
1,120148890624,120148890625,346625,2,677376,1.0342,False
1,122499999999,122500000000,350000,2,4563,1.0674,False
1,123363215360,123363215361,351231,2,175616,1.0806,False
1,123363917823,123363917824,351232,2,2209,1.0498,False
1,123657019200,123657019201,593,4,21600,1.0360,False
1,125524947024,125524947025,354295,2,2834352,1.0114,False
1,127985062499,127985062500,357750,2,866761,1.0584,False
1,128100283920,128100283921,71,6,432,1.0005,False
1,128558238822,128558238823,5047,3,1279161,1.0179,False
1,129923481600,129923481601,360449,2,2654208,1.1086,False
1,132939722880,132939722881,364609,2,1247616,1.0153,False
1,132963364863,132963364864,5104,3,2187,1.0052,False
1,139314816000,139314816001,373249,2,11664000,1.0901,False
1,143987614848,143987614849,379457,2,20490624,1.0275,False
1,145886566400,145886566401,381951,2,51200,1.0157,False
1,149428633599,149428633600,386560,2,16807,1.1153,False
1,149429406720,149429406721,386561,2,512,1.0471,False
1,150643344383,150643344384,388128,2,38915873,1.0845,False
1,151333448255,151333448256,389016,2,47071057,1.0703,False
1,151612890624,151612890625,389375,2,86528,1.0474,False
1,151613669375,151613669376,624,4,625,1.0187,False
1,152275550624,152275550625,390225,2,780448,1.0255,False
1,152587109375,152587109376,390624,2,390625,1.0473,False
1,152587890624,152587890625,5,16,16,1.0777,False
1,154055465000,154055465001,392499,2,122655625,1.0673,False
1,158034871295,158034871296,397536,2,27270901,1.0528,False
1,158365794303,158365794304,397952,2,397953,1.0089,False
1,158366590208,158366590209,397953,2,128,1.0370,False
1,160500390624,160500390625,400625,2,148176,1.0789,False
1,161129185280,161129185281,401409,2,802816,1.0098,False
1,162571046400,162571046401,403201,2,2580492800,1.0596,False
1,165472409088,165472409089,406783,2,209952,1.1257,False
1,165487053600,165487053601,406801,2,58579488,1.0754,False
1,166726039040,166726039041,639,4,512,1.0072,False
1,167587890624,167587890625,409375,2,5184,1.1424,False
1,168649027560,168649027561,410669,2,328536,1.0078,False
1,168874213375,168874213376,176,5,125,1.0050,False
1,170852435648,170852435649,413343,2,64,1.0166,False
1,170853262335,170853262336,413344,2,2368521,1.1152,False
1,172350352800,172350352801,415151,2,149869872,1.1031,False
1,172418444288,172418444289,415233,2,1024,1.0249,False
1,175232657663,175232657664,418608,2,20511841,1.0339,False
1,176547030624,176547030625,420175,2,216,1.0578,False
1,177409439999,177409440000,421200,2,421201,1.0201,False
1,177410282400,177410282401,649,4,21600,1.0487,False
1,177557733375,177557733376,421376,2,1596125,1.0213,False
1,178570475775,178570475776,422576,2,6075,1.0388,False
1,178571320928,178571320929,422577,2,76832,1.0020,False
1,181463220224,181463220225,425985,2,18939904,1.0105,False
1,187510650624,187510650625,433025,2,559872,1.0959,False
1,192721878000,192721878001,439001,2,439002000,1.0054,False
1,192923871360,192923871361,439231,2,937024,1.0369,False
1,194093113599,194093113600,440560,2,15848217,1.0085,False
1,195562066175,195562066176,442224,2,4160895025,1.0506,False
1,195688562688,195688562689,442367,2,27557888,1.0956,False
1,198359290367,198359290368,18,9,49,1.0878,False
1,200704896000,200704896001,448001,2,1152000,1.0191,False
1,203626562499,203626562500,451250,2,729,1.0095,False
1,203627465000,203627465001,451251,2,225625,1.0669,False
1,205997976899,205997976900,453870,2,14641,1.0030,False
1,205998884640,205998884641,453871,2,45387,1.1229,False
1,206081497443,206081497444,453962,2,151321,1.0466,False
1,206082405368,206082405369,453963,2,226981,1.1083,False
1,207593229375,207593229376,455624,2,151875,1.0501,False
1,207594140624,207594140625,675,4,676,1.0803,False
1,208110228480,208110228481,456191,2,22127616,1.0987,False
1,208826150624,208826150625,456975,2,456976,1.1393,False
1,208827064575,208827064576,26,8,675,1.0215,False
1,210452480000,210452480001,458751,2,5120000,1.1243,False
1,211599080000,211599080001,459999,2,20000,1.0295,False
1,211599999999,211600000000,460000,2,729,1.0021,False
1,214732145663,214732145664,463392,2,2019241,1.1497,False
1,216340335375,216340335376,682,4,465125,1.0318,False
1,216341265624,216341265625,465125,2,116281,1.0609,False
1,220171162175,220171162176,469224,2,9928801,1.1289,False
1,220172100624,220172100625,685,4,49392,1.0211,False
1,221322261600,221322261601,470449,2,23522400,1.2156,False
1,222753793023,222753793024,471968,2,471969,1.0051,False
1,222754736960,222754736961,687,4,10976,1.0326,False
1,224312406975,224312406976,6076,3,18225,1.0410,False
1,224995589568,224995589569,474337,2,1844226144,1.0389,False
1,230523856640,230523856641,480129,2,1755904,1.1114,False
1,232755107808,232755107809,482447,2,16928,1.0096,False
1,233604988928,233604988929,483327,2,2048,1.1062,False
1,233605955583,233605955584,483328,2,729,1.0748,False
1,235225970000,235225970001,485001,2,4802000,1.0761,False
1,238327523343,238327523344,488188,2,8767521,1.0488,False
1,240148022400,240148022401,490049,2,31363200,1.0118,False
1,241590927360,241590927361,491519,2,32768,1.0473,False
1,241591910399,241591910400,491520,2,343,1.0191,False
1,243087455520,243087455521,79,6,1568,1.0584,False
1,244242535680,244242535681,703,4,6912,1.0192,False
1,248625893375,248625893376,498624,2,1326125,1.0056,False
1,249850022499,249850022500,499850,2,4899020049,1.0754,False
1,249999000000,249999000001,499999,2,40000,1.1406,False
1,249999999999,250000000000,500000,2,16129,1.1072,False
1,250001000000,250001000001,500001,2,280900000,1.0988,False
1,250093008648,250093008649,500093,2,2000376,1.0018,False
1,250095009024,250095009025,500095,2,21337344,1.0443,False
1,260736869375,260736869376,510624,2,2775125,1.1172,False
1,261895227048,261895227049,511757,2,27005076,1.0363,False
1,262143999999,262144000000,80,6,81,1.1814,False
1,262145024000,262145024001,512001,2,2048,1.2194,False
1,264286471743,264286471744,514088,2,37755210249,1.0160,False
1,270233625599,270233625600,519840,2,519841,1.0090,False
1,270234665280,270234665281,721,4,103968,1.0365,False
1,272735662080,272735662081,522241,2,534775808,1.0271,False
1,274876858368,274876858369,524287,2,1048576,1.0910,False
1,276280589375,276280589376,525624,2,25755625,1.0294,False
1,276491930624,276491930625,525825,2,541696,1.0003,False
1,277030637568,277030637569,526337,2,67371264,1.1231,False
1,279085180374,279085180375,6535,3,3361743,1.0313,False
1,280881980288,280881980289,529983,2,529984,1.0387,False
1,280883040255,280883040256,728,4,729,1.0111,False
1,281378263400,281378263401,530451,2,21644481800,1.0062,False
1,282428473599,282428473600,531440,2,531441,1.0386,False
1,282429536480,282429536481,3,24,8,1.0678,False
1,286451826687,286451826688,6592,3,19773,1.0353,False
1,286678859775,286678859776,535424,2,7263025,1.0318,False
1,287551192643,287551192644,536238,2,284089,1.0416,False
1,287552265120,287552265121,536239,2,953312,1.0502,False
1,289445076000,289445076001,538001,2,26244000,1.0188,False
1,294876348415,294876348416,6656,3,1331,1.0618,False
1,298936656000,298936656001,546751,2,17496000,1.0295,False
1,301567919103,301567919104,549152,2,49923,1.0150,False
1,301569017408,301569017409,549153,2,549152,1.0427,False
1,302498900000,302498900001,549999,2,174050000,1.0463,False
1,303737663375,303737663376,551124,2,7225,1.0959,False
1,303738765624,303738765625,551125,2,157464,1.0066,False
1,304005568688,304005568689,551367,2,1102736,1.0264,False
1,313242821760,313242821761,559681,2,35819648,1.0126,False
1,313457776128,313457776129,559873,2,27433728,1.0331,False
1,315000440000,315000440001,561249,2,20000,1.0359,False
1,318097128000,318097128001,751,4,8000,1.0024,False
1,320388828840,320388828841,566029,2,42849,1.0574,False
1,322687697778,322687697779,19,9,81,1.0134,False
1,322828855999,322828856000,6860,3,6859,1.0660,False
1,323788312575,323788312576,569024,2,4448925,1.0095,False
1,332844763328,332844763329,576927,2,1116928736,1.0374,False
1,339484082175,339484082176,6976,3,33075,1.0141,False
1,340123406400,340123406401,583201,2,337089600,1.0047,False
1,346100419808,346100419809,588303,2,21296,1.0341,False
1,347893530624,347893530625,589825,2,1179648,1.0196,False
1,354440431800,354440431801,595349,2,13632324300,1.0275,False
1,358742300400,358742300401,598951,2,532400,1.0478,False
1,360750390624,360750390625,775,4,5408,1.0552,False
1,361712030624,361712030625,601425,2,11552,1.1063,False
1,361832325624,361832325625,601525,2,117899096,1.0448,False
1,362615934975,362615934976,776,4,133225,1.0243,False
1,375876895743,375876895744,613088,2,613089,1.0096,False
1,375878121920,375878121921,783,4,1568,1.0368,False
1,377800769024,377800769025,614655,2,1229312,1.0095,False
1,378995371875,378995371876,615626,2,1923834375,1.0122,False
1,384757202943,384757202944,620288,2,620289,1.0015,False
1,384758443520,384758443521,620289,2,256,1.0283,False
1,387622043648,387622043649,622593,2,1605632,1.0470,False
1,388496657024,388496657025,623295,2,178084,1.1690,False
1,391844700624,391844700625,625975,2,1669264,1.1068,False
1,395468672768,395468672769,628863,2,454039808,1.0042,False
1,395471188224,395471188225,628865,2,554658048,1.0080,False
1,396514533635,396514533636,629694,2,136025569,1.0754,False
1,396515793024,396515793025,629695,2,584064,1.0528,False
1,402099296768,402099296769,634113,2,12487168,1.0007,False
1,405026597888,405026597889,636417,2,1024,1.0216,False
1,407229041024,407229041025,638145,2,406011008,1.0181,False
1,409599999999,409600000000,800,4,841,1.0880,False
1,409601280000,409601280001,640001,2,256000,1.0704,False
1,411651843200,411651843201,801,4,3200,1.0068,False
1,414997505208,414997505209,644203,2,11595672,1.0248,False
1,415000082024,415000082025,644205,2,541775564,1.0376,False
1,416831640624,416831640625,645625,2,6117552,1.0193,False
1,418122597375,418122597376,646624,2,91125,1.0192,False
1,424125260000,424125260001,807,4,10000,1.0351,False
1,435262145535,435262145536,659744,2,68707521,1.0226,False
1,436868121599,436868121600,660960,2,57967,1.0084,False
1,437250240000,437250240001,661249,2,169280000,1.0471,False
1,440299929600,440299929601,663551,2,33177600,1.0194,False
1,442670662224,442670662225,665335,2,21079555344,1.0538,False
1,443365544448,443365544449,665857,2,24631419136,1.0995,False
1,446449812560,446449812561,668169,2,1336336,1.0175,False
1,447808564224,447808564225,669185,2,9216,1.0073,False
1,451961742960,451961742961,672281,2,147699916,1.1106,False
1,452423045375,452423045376,672624,2,42875,1.0062,False
1,455376633855,455376633856,674816,2,224939,1.1263,False
1,455377983488,455377983489,674817,2,1024,1.0335,False
1,458836890624,458836890625,677375,2,1354752,1.0065,False
1,461096679680,461096679681,679041,2,12544,1.1221,False
1,467548250624,467548250625,683775,2,12503296,1.0514,False
1,469860895295,469860895296,685464,2,1331,1.0166,False
1,469862266224,469862266225,685465,2,228488,1.0440,False
1,473518768128,473518768129,688127,2,2048,1.1825,False
1,473520144383,473520144384,688128,2,1331,1.1475,False
1,479174066175,479174066176,832,4,1225,1.0112,False
1,479175450624,479175450625,692225,2,12460032,1.0953,False
1,481481944320,481481944321,833,4,256,1.0027,False
1,481984451000,481984451001,694251,2,2197000,1.0259,False
1,481985839503,481985839504,694252,2,408483,1.0182,False
1,482435819775,482435819776,694576,2,367430175,1.0213,False
1,493454266368,493454266369,702463,2,775871488,1.0761,False
1,494626670208,494626670209,703297,2,405099648,1.0476,False
1,499810041855,499810041856,7936,3,4761,1.0040,False
1,502096953743,502096953744,708588,2,49,1.0058,False
1,502098370920,502098370921,708589,2,708588,1.0325,False
1,509830272575,509830272576,714024,2,27447121,1.0692,False
1,512247961224,512247961225,715715,2,1431432,1.0005,False
1,512402567328,512402567329,715823,2,309235104,1.0005,False
1,514675673280,514675673281,847,4,576,1.0082,False
1,516603000000,516603000001,718751,2,500000,1.0374,False
1,520866767520,520866767521,721711,2,209952,1.0153,False
1,525986112000,525986112001,725249,2,64000,1.0060,False
1,541882960128,541882960129,736127,2,19927296,1.0007,False
